LIMIT_BAL,PAY_1,PAY_2,PAY_3,PAY_5,PAY_6,BILL_AMT1,PAY_AMT1,PAY_AMT2,PAY_AMT3,dpnm
330000,0,0,2,0,0,105879,9260,0,3593,0
50000,0,0,2,0,0,13244,2000,1000,1000,0
280000,2,2,2,2,3,135673,6500,0,14254,0
100000,0,0,0,0,0,52128,2000,2677,3076,0
50000,0,0,0,0,0,19015,1340,1305,700,0
30000,-1,2,0,3,2,18199,0,1312,3000,1
240000,-1,-1,-1,-1,-1,326,326,326,5676,0
80000,2,0,0,0,0,14029,2000,1700,1000,1
400000,-1,-1,-1,-1,-1,19660,9677,11867,7839,0
240000,0,0,0,-1,-1,50254,2000,3000,3000,0
50000,2,2,2,2,2,46004,1000,4035,1000,1
450000,1,-2,-2,-2,-2,0,0,0,0,1
110000,1,-2,-2,-2,-2,0,0,0,0,0
310000,2,0,0,0,0,304991,13019,11128,8407,1
20000,0,0,0,0,0,19115,1404,1130,600,0
20000,1,-2,-2,-2,-2,0,0,0,0,0
200000,0,0,0,0,0,110151,3568,3585,3602,0
180000,0,0,0,0,0,163736,4655,2690,2067,1
50000,0,0,0,0,0,3347,1000,1066,1300,1
60000,3,2,2,0,0,60521,2504,7,1200,0
30000,1,-2,-2,-1,-1,4000,5645,3508,27,0
240000,1,-1,-1,0,-1,95,2622,3301,0,0
420000,0,0,0,0,0,253454,9744,9553,7603,0
330000,0,0,0,0,0,227389,8210,8095,8025,0
30000,0,0,0,0,0,28452,2000,1400,0,0
240000,0,0,0,2,2,10674,1500,1800,0,0
150000,0,0,0,0,0,17444,2500,3000,3000,0
210000,0,0,0,0,0,7166,1500,1500,1000,0
50000,-1,-1,-1,-2,-2,752,300,5880,0,1
50000,0,0,0,0,0,50801,2360,1700,1000,0
240000,1,-2,-2,-2,-2,0,0,0,0,1
180000,-1,-1,-1,-1,-1,1832,0,416,332,0
50000,1,2,2,0,0,10131,1000,10000,400,0
170000,-2,-2,-2,-2,-2,12159,10000,10000,10000,0
20000,-1,-1,-1,0,-1,1199,15586,344,2340,0
50000,0,0,0,0,3,4999,1000,1500,2000,0
170000,0,0,0,0,0,19269,1661,1200,351,1
200000,1,2,0,0,0,197236,8000,5000,55500,0
80000,1,2,3,0,0,9168,1650,0,0,0
260000,1,-2,-1,-1,-1,-1100,0,22500,0,0
140000,0,0,0,2,0,86627,3455,3110,5000,0
80000,0,0,0,0,0,42444,30000,3000,6000,0
350000,1,-1,-1,-1,-2,208,2906,1000,630,0
280000,0,0,0,0,0,208775,8042,6700,5137,0
30000,0,0,0,0,0,9014,1700,1500,1000,0
140000,0,0,0,0,0,23944,5000,5000,11885,0
200000,0,0,0,0,0,105420,4000,3250,3250,0
200000,0,0,0,0,0,196031,7300,7108,7680,0
210000,2,3,4,5,6,115785,10478,10478,11078,1
50000,3,2,0,0,0,12854,0,1600,500,0
30000,2,2,2,2,0,24357,3500,0,2200,0
50000,2,-1,-1,-1,2,390,390,780,216,0
290000,-1,-1,-1,0,-1,1234,396,396,792,0
250000,0,0,2,0,0,141223,17994,0,5469,0
60000,0,0,0,0,0,21148,3000,1500,1500,0
110000,0,0,0,0,0,101640,5500,3900,3000,0
370000,-2,-2,-2,-2,-2,6093,15383,8204,15413,0
100000,-1,2,2,0,0,102349,3166,0,1330,0
90000,0,0,0,0,2,72112,3500,3500,3652,0
50000,0,0,0,0,0,28040,1510,1442,982,0
270000,0,0,0,0,0,37695,5000,2000,3000,0
300000,-1,-1,-1,-1,-1,688,3288,0,4340,0
50000,-1,0,0,0,0,8567,15000,1000,149,0
50000,1,-2,-2,-2,-2,-709,0,0,0,1
360000,1,-2,-1,-2,-2,0,0,77,0,0
130000,1,2,2,2,3,64617,3000,3000,3000,1
80000,-2,-1,0,0,0,6187,504,500,1000,0
50000,1,2,0,0,2,48860,0,1500,1000,0
20000,0,0,0,0,0,16001,1212,1201,500,0
80000,0,0,2,0,0,77883,5800,1000,600,0
240000,-1,-1,2,0,-1,12212,15000,0,2000,0
80000,0,-1,0,0,0,49608,12500,6500,3000,0
500000,0,0,0,0,0,56422,70010,30357,30000,0
60000,0,0,0,0,0,58024,2500,1600,3000,1
20000,0,0,0,0,-1,10642,1200,1593,601,0
100000,1,2,0,2,0,14483,0,1600,1500,1
360000,1,-1,-1,-1,-1,2616,57087,5295,68454,0
200000,2,2,2,2,2,199436,8214,7000,6800,1
130000,1,-1,0,0,0,0,5396,5000,3500,0
20000,1,5,4,3,2,21703,0,1000,0,0
310000,0,0,0,0,0,59901,10020,6031,10057,0
60000,2,0,0,2,0,19625,1342,1664,2000,1
180000,-1,-1,-1,-1,0,11386,199,0,0,0
180000,-1,-1,2,0,-2,14670,37867,0,200,0
50000,0,0,0,-1,-1,47790,2000,1000,2000,0
50000,1,2,2,2,2,36166,1900,1400,1700,1
150000,-2,-2,-2,-2,-2,0,0,0,116,0
20000,0,0,0,-1,0,18553,1500,1032,541,0
500000,-2,-2,-2,-1,-1,412,138,2299,1251,0
30000,1,2,2,0,0,29010,1000,85,1714,1
180000,-2,-2,-2,-2,-2,750,0,0,0,0
140000,0,0,2,0,2,27123,25000,0,3000,0
140000,-1,0,-1,-1,-1,13424,10000,13001,5841,0
120000,0,0,0,0,0,107314,5000,5000,4152,0
360000,0,0,0,0,0,226430,9100,7300,5800,0
20000,-1,-1,0,0,0,227,22359,1305,1258,0
100000,-1,-1,-1,-1,-1,390,1473,390,390,0
210000,-1,-1,-1,-1,-1,3088,1586,343,3763,1
80000,0,0,0,0,0,81625,3200,3000,2038,1
330000,-1,-1,-1,-2,-2,8872,4345,2854,1702,0
220000,0,0,0,-1,-1,105607,5000,5050,8303,0
210000,1,-2,-1,-1,-1,0,0,250,0,1
40000,0,0,0,0,0,38257,1700,1504,1200,0
30000,0,0,0,0,0,28347,3036,2309,0,0
470000,2,2,2,0,0,296573,13000,11001,0,0
30000,-1,-1,-1,-1,2,390,390,390,240,0
240000,1,-2,-2,-2,-2,-946,0,0,0,1
80000,2,0,0,0,0,79278,3100,3500,3400,0
110000,0,0,0,0,0,89989,4000,5000,3000,0
310000,-1,-1,-1,-2,-2,1424,4542,126,0,0
360000,2,2,2,0,0,105167,12000,0,5900,1
330000,0,0,0,0,0,335196,12388,12378,12116,0
300000,0,0,0,0,0,291619,12019,9006,17000,0
320000,0,0,0,0,0,91653,10042,18832,2117,0
50000,1,3,2,0,0,52626,0,24,1500,1
170000,0,0,0,0,0,130370,6530,4860,22500,0
350000,-1,-1,-1,-1,-2,3265,2686,1864,569,0
20000,0,0,0,0,0,16455,1609,3000,663,0
50000,2,0,0,0,0,49758,2401,2254,2004,1
20000,1,2,0,0,0,19154,0,1333,500,0
50000,0,0,0,0,0,35084,2090,2002,1002,0
20000,1,2,0,2,0,20235,0,1200,1000,1
50000,0,0,-2,-1,0,102800,0,0,2624,0
190000,2,0,0,2,2,129801,5000,5000,10000,1
60000,0,0,0,0,0,58203,1506,1298,1000,0
80000,-1,-1,-1,-1,-1,7988,3983,6853,1719,0
150000,0,0,0,0,0,127402,4500,1745,1566,0
210000,-2,-2,-2,-1,-1,1440,0,7422,893,0
240000,0,0,0,0,0,234205,10116,9150,8008,1
140000,0,0,0,0,0,19346,3000,2000,2198,1
60000,1,2,2,-2,-1,21501,0,0,0,0
50000,0,0,0,0,0,47174,1800,2000,3000,0
50000,0,0,0,0,0,26655,1800,1750,900,0
180000,-1,-1,2,-1,-1,3139,2821,0,0,0
30000,-1,-1,2,2,2,142,355,120,0,0
20000,0,0,0,0,-2,19816,1601,2203,2114,0
250000,0,-1,-1,-1,-1,52874,1631,1536,1010,0
100000,0,0,0,0,0,37767,1788,1799,1100,0
330000,0,0,0,2,0,46140,2504,4007,5056,0
50000,0,0,0,0,0,35713,1561,1268,587,0
50000,1,2,2,0,0,50867,1710,136,1206,0
30000,0,0,0,0,0,29242,5006,1244,851,0
140000,0,0,0,0,0,101551,5366,5087,3605,1
160000,0,0,0,-1,0,70243,7042,2000,1000,0
400000,-1,0,-1,-1,-1,19532,3127,1469,4968,0
50000,0,0,0,0,0,27699,1565,1393,980,0
140000,0,-1,-1,-1,-1,1154,1233,1075,1355,0
160000,-1,-1,-1,0,-1,8015,2453,9880,52572,0
100000,0,0,-2,-2,-2,62170,0,0,0,0
220000,2,0,0,0,0,210380,10000,9020,6000,1
510000,0,0,0,0,0,78331,40010,20094,5000,0
50000,0,0,0,0,0,49276,1602,1400,3000,0
160000,-1,-1,-1,2,-1,4473,4664,5969,18941,0
230000,-2,-2,-2,-2,-2,2283,51315,0,0,0
80000,-1,-1,-1,-1,-1,10115,258,5995,188,0
150000,-1,-1,-2,-1,-1,6156,0,0,316,0
10000,0,0,0,0,2,6974,1134,1298,478,0
130000,0,0,0,0,0,89003,4100,3095,1630,1
40000,0,0,0,0,0,34871,1600,1600,1500,0
50000,3,2,2,0,-1,13694,1700,0,426,1
100000,0,0,0,0,0,70003,2035,2004,616,0
120000,-1,2,-1,0,0,1082,0,1350,0,0
260000,1,-2,-2,-2,-2,0,0,0,0,1
200000,0,0,0,0,0,11253,2000,1322,2000,0
360000,-2,-2,-2,-2,-2,0,0,0,0,1
70000,0,0,0,0,0,68699,4483,12496,3268,0
460000,2,-1,-1,-1,-1,171,2728,0,2654,1
50000,-1,-1,-1,-1,-1,1156,316,316,316,0
50000,0,0,0,0,0,50859,2007,2199,691,0
250000,0,0,0,0,0,103109,4000,4500,5000,0
30000,0,0,-1,0,-2,1512,1000,664,1500,0
270000,0,0,0,-1,-1,127543,10063,5162,10150,0
180000,0,0,0,0,0,163935,7722,6091,3563,0
100000,0,0,0,0,0,53494,4173,3000,2025,0
230000,0,0,0,0,0,195126,5000,5000,5000,0
210000,-1,-1,-1,-1,-1,110346,41986,21874,20076,0
210000,2,0,0,0,0,60502,3276,2026,2000,0
440000,0,0,0,0,0,180641,8610,6907,3727,0
100000,2,0,0,0,0,70896,3472,2092,2000,1
240000,0,0,0,0,0,8751,1295,1000,1000,0
280000,-1,-1,-1,-1,-1,898,898,325,898,1
50000,1,-2,-2,-2,-2,0,0,0,0,1
30000,3,2,2,2,2,1700,1100,0,300,0
10000,0,0,2,0,0,7015,3507,0,500,1
130000,1,-2,-2,-2,-2,0,0,0,0,0
200000,0,0,0,0,0,194353,9000,7465,4715,0
120000,-1,-1,-1,-1,-1,1686,657,2319,1423,0
210000,0,0,0,0,0,143225,6483,5082,6000,0
280000,0,0,0,0,0,58983,2755,3463,1300,0
300000,1,-2,-1,-1,-1,0,0,13001,0,1
100000,0,0,0,0,0,99209,3490,2332,2314,0
440000,-2,-2,-2,-2,-2,0,0,0,0,0
50000,0,0,0,0,0,49941,2400,1206,1000,0
20000,0,0,2,0,0,11968,2800,0,4000,1
200000,-1,-1,-1,0,0,871,665,960,3908,0
110000,-2,-2,-2,-2,-2,432,3220,5904,0,0
500000,-1,-1,-1,-1,-1,10483,23962,0,8500,0
300000,1,-1,-1,-2,-2,0,5215,0,0,0
30000,2,2,2,3,4,9720,1200,1200,2000,1
60000,-1,-1,-1,-1,-1,20847,13809,14583,4889,0
400000,-1,0,-1,0,-1,3697,1000,1354,5322,0
180000,0,0,0,0,0,143301,7000,5000,5000,0
20000,0,0,0,0,0,10934,3000,3100,0,0
200000,-1,2,2,0,0,52439,0,6000,0,1
100000,0,0,0,0,0,55734,1631,1286,200,0
60000,0,0,0,0,0,49507,1970,2000,618,1
110000,0,0,0,0,0,47819,2200,2500,2000,0
260000,1,-1,-1,-2,-1,0,165,526,452,0
50000,3,2,2,0,0,48522,3754,1,1070,0
180000,1,-2,-2,-2,-2,-2,0,0,0,0
110000,1,2,2,0,0,58362,2500,0,2000,1
340000,0,0,0,0,0,172180,21105,5461,5000,0
50000,-1,0,0,0,0,1399,1070,1500,3666,0
230000,0,0,0,-1,-1,26361,1710,1100,1000,1
360000,0,0,0,0,0,93029,10000,7000,10000,0
210000,1,-2,-1,0,0,0,0,38013,3000,0
220000,-1,2,2,2,-1,650,325,0,950,1
60000,2,2,2,2,0,24898,3800,0,3720,1
340000,-2,-1,-1,-2,-2,50396,44665,8321,2190,0
150000,2,2,2,2,2,99855,5200,0,8100,0
200000,1,-1,2,-1,-1,-179,1000,0,6900,1
130000,0,0,2,0,0,9559,3000,0,500,1
60000,1,2,0,0,0,10540,0,1483,673,0
400000,1,-2,-2,-1,-1,0,0,0,0,0
20000,0,0,0,0,0,20571,1323,1600,830,0
190000,0,0,0,0,0,143464,5795,7408,5645,0
260000,0,0,0,0,0,156882,10000,8000,6000,0
140000,-2,-2,-2,-2,-2,390,0,0,0,0
50000,0,0,0,0,0,46512,1974,4406,1061,1
120000,-1,-1,0,-1,-1,882,6900,5037,1100,0
240000,-2,-2,-2,-2,-2,92,92,92,0,0
50000,0,0,0,-1,0,5916,1212,1200,0,0
200000,-1,2,-1,-1,2,2393,0,4872,20183,0
180000,0,0,-1,0,-1,274731,11000,145000,26000,0
180000,0,0,0,0,0,145403,5440,5051,3835,0
160000,-1,-1,-2,0,0,3097,0,0,5000,0
100000,-1,-1,-1,0,0,1370,4210,4159,1000,0
50000,0,0,0,0,0,47081,3000,2000,2000,1
140000,0,0,0,0,0,138119,6600,6500,5100,0
30000,0,0,0,0,0,17893,1411,1522,621,1
90000,0,0,-1,0,-1,39128,1541,4200,0,0
200000,1,-2,-1,-2,-1,-14386,10118,47015,0,0
380000,1,-2,-2,-2,-2,0,0,0,0,1
80000,0,0,0,0,0,77057,3177,2600,3000,0
50000,2,2,2,0,2,15899,3400,0,1000,0
180000,-1,0,0,0,0,27679,1481,2000,1100,1
240000,0,0,0,0,0,141315,6349,5834,3870,0
380000,0,0,0,0,0,194314,9010,35000,5000,0
110000,0,0,0,0,0,83755,3000,2900,2900,0
260000,-1,-1,-1,-1,-1,49657,291,51058,35696,0
500000,4,3,2,0,0,507726,10000,0,14000,1
320000,0,0,0,0,0,71305,2589,2568,2570,0
50000,4,3,2,0,0,45734,0,0,1262,0
110000,1,-2,-1,-1,-1,0,0,2066,0,1
230000,-2,-2,-2,-2,-2,761,300,399,665,0
330000,1,-1,-1,-1,-1,-9,1529,1507,0,0
50000,0,0,0,0,0,47166,3000,2237,975,0
10000,-1,2,2,0,0,2887,0,1500,0,0
300000,1,-2,-2,-2,-2,0,0,0,0,0
20000,3,2,0,0,0,20631,0,1168,384,1
180000,2,2,-2,-2,-2,83538,0,0,0,1
160000,-1,-1,-1,-1,-1,99,2977,15086,9123,0
90000,0,0,0,2,2,34302,1640,9000,0,0
30000,0,0,0,0,0,22987,2500,2000,1500,0
180000,0,0,0,0,0,173267,8100,5299,3305,0
30000,0,0,0,0,0,19143,1640,1700,915,0
30000,1,2,0,0,2,20518,0,1342,946,0
140000,-1,0,0,-1,-1,10833,14000,3855,4991,0
210000,0,0,0,0,0,69937,3500,3000,2000,0
50000,0,0,0,0,0,20526,2000,3000,327,1
130000,0,0,0,0,0,89055,4200,2575,2600,0
50000,2,2,2,0,0,1894,1500,400,200,1
140000,0,0,0,0,0,100594,3000,30000,4000,0
170000,-1,0,0,0,0,2948,1105,1903,0,1
80000,0,0,0,0,-2,22619,10010,1209,579,0
410000,0,0,0,0,0,338106,15000,14000,9000,0
80000,1,-1,-1,-2,-2,0,80000,0,0,0
80000,-1,0,0,2,2,63144,3500,4330,3500,1
150000,0,0,0,0,0,153249,7900,6500,5700,0
260000,-1,-1,-1,0,-1,1131,291,582,0,1
350000,1,-2,-2,-2,-2,0,0,0,0,0
280000,1,-1,0,0,0,-1312,38621,2000,1130,1
310000,0,0,0,0,0,103797,4400,4013,3011,0
140000,0,0,0,0,0,20110,3000,3000,3000,0
360000,-1,-1,-1,-2,-2,38000,25000,0,0,0
140000,0,0,0,0,0,142428,10000,10000,6000,0
100000,0,0,0,0,0,40810,2502,1200,860,0
50000,-2,-2,-2,-2,-2,0,0,0,848,0
210000,0,0,0,0,0,104701,4002,5000,3500,0
120000,2,2,2,2,2,120298,4007,0,8272,0
240000,0,0,0,0,-1,156362,5233,3289,2072,0
60000,0,0,0,0,0,41322,1488,1394,962,0
150000,-1,-1,-1,-1,2,1464,2091,384,0,1
30000,0,0,0,0,0,27879,1774,1710,1046,0
160000,2,2,2,2,2,160432,7500,0,11558,1
200000,-2,-2,-2,-2,-2,3858,2690,3487,0,0
120000,0,0,0,-2,-2,26476,6000,0,0,0
500000,1,2,0,0,0,507062,325,15296,12137,0
320000,0,0,0,0,0,55607,11404,8232,10450,0
280000,0,0,0,0,0,168382,10000,8000,6371,0
60000,1,2,2,2,2,29332,0,2709,1600,1
200000,-1,-1,-2,-1,-2,190,0,0,367,0
230000,1,-2,-1,-1,-1,0,0,2809,4606,0
230000,1,2,0,0,0,13668,0,1064,423,1
480000,-2,-2,-2,-2,-2,14867,26734,199982,9033,0
50000,-1,-1,-1,-2,-2,22500,5000,0,0,0
200000,-2,-2,-2,-2,-2,7184,17507,1102,0,0
50000,0,0,0,0,2,14811,2000,1600,1200,0
50000,0,0,0,0,0,44338,3629,3332,2000,0
260000,1,-2,-2,-2,-2,0,0,0,0,1
30000,2,0,0,0,2,25265,1500,1800,1007,0
440000,0,0,0,0,0,169661,8071,9021,7013,0
230000,-1,-1,-1,-1,-1,10237,2795,1350,371,0
200000,2,2,2,0,0,104978,4500,0,3500,1
490000,0,0,0,0,0,192586,10000,7143,7306,0
80000,-1,-1,-2,-2,-2,11262,0,0,0,0
20000,2,2,2,0,0,9551,3000,1500,0,1
170000,-1,-1,-1,0,-1,199,199,199,398,1
70000,0,0,0,0,0,70119,3600,1646,600,0
210000,0,0,0,0,0,212601,6000,4500,5000,0
90000,0,0,0,0,0,91894,3200,3300,3000,0
390000,0,0,0,0,0,304867,13007,10612,10041,1
110000,0,0,0,0,0,48123,2500,2500,2000,0
580000,0,0,0,0,0,159760,6422,6565,5951,0
360000,0,0,-1,-1,-2,9210,6015,17454,1775,0
270000,1,2,2,2,2,234752,10000,8000,0,1
60000,-1,-1,-2,2,-1,14072,0,0,300,0
110000,0,0,0,0,0,61807,2300,2200,2300,0
50000,0,0,0,0,0,51044,2500,3008,1000,0
80000,0,0,0,0,0,77024,3212,1600,956,1
50000,-1,-1,-1,0,0,350,350,400,1695,0
100000,0,0,0,2,2,83831,4000,4037,6500,0
30000,1,-2,-1,-1,-1,0,0,945,0,0
200000,0,0,0,0,0,122923,5704,5930,4000,0
240000,0,0,0,0,0,246135,12026,9010,7400,1
220000,0,0,0,0,0,37304,1600,1500,1100,0
160000,0,0,0,0,0,146433,4500,4400,3000,0
180000,-1,-1,-1,0,-1,46122,1260,29366,54,0
200000,0,0,0,0,0,38564,5000,1485,1956,0
140000,0,0,0,0,0,96304,4505,12906,0,0
380000,1,-2,-2,-2,-2,0,0,0,0,1
600000,2,2,0,0,0,467150,0,18000,16000,1
260000,0,0,0,0,0,255691,14000,5022,130000,0
200000,0,0,-2,-2,-2,156786,179,1443,1443,0
80000,0,0,0,0,0,78129,2500,51432,1800,0
40000,0,0,0,0,-1,40034,2027,1207,301,0
130000,1,2,2,2,2,71034,0,6000,0,0
50000,-1,0,0,0,-2,23974,1800,1900,1300,0
230000,-1,-1,-1,-1,-1,819,18163,5654,12887,0
70000,0,0,0,0,-1,50927,2100,1217,500,1
180000,0,0,0,0,0,152510,5657,10372,5000,0
80000,-1,-1,-1,-1,-1,1689,8638,5723,2980,0
290000,0,0,0,-1,0,20807,80000,3000,3015,0
230000,0,0,0,0,0,30141,120093,8034,3013,0
170000,1,-2,-1,-2,-1,0,0,1991,0,0
230000,-1,0,0,0,0,208459,7536,7277,7100,1
220000,0,0,0,0,0,212795,8909,7500,9000,1
230000,0,0,0,0,0,28114,1610,1224,655,0
500000,0,0,0,0,0,59372,10026,7241,50091,0
90000,-1,-1,-1,-1,-1,6160,3276,6246,307,0
390000,0,0,0,0,0,355215,13802,16525,8893,1
400000,0,0,0,0,0,366193,14020,13595,6243,0
180000,-1,-1,-1,-1,-1,2927,2790,1140,2144,0
60000,1,2,2,0,2,29295,1800,1500,2000,0
120000,-1,-1,-1,-1,-1,4158,2682,0,6440,0
60000,0,0,0,0,0,27199,1900,1400,1000,0
50000,0,0,0,0,0,50893,1800,1500,1200,0
70000,0,0,0,0,0,66759,2518,5950,0,0
500000,-1,2,-1,-1,0,600,0,501,300,0
200000,-2,-2,-2,-2,-2,0,0,0,0,0
250000,0,0,0,-1,2,44930,120041,4435,0,0
140000,0,0,2,2,2,131367,17000,0,11400,1
70000,0,0,0,-1,2,41264,2112,1200,758,0
90000,1,2,2,2,2,77604,1700,4000,1600,0
100000,-1,-1,-1,-1,-1,2491,1709,574,556,0
190000,0,0,0,0,0,177554,7600,6303,4137,0
230000,-1,-1,-1,-1,-1,6865,15111,13165,0,0
320000,0,0,0,0,0,93768,3317,3506,4218,0
220000,-1,-1,-1,-1,-1,396,1648,792,0,1
260000,-1,-1,-1,-1,-1,16426,6277,4663,4140,0
90000,-2,-2,-2,-2,-2,573,157,0,0,0
30000,2,2,2,2,0,28703,1300,2,1608,0
260000,0,0,0,0,0,98560,4000,11900,207,0
170000,0,0,-1,-2,-2,28304,4000,308,0,0
80000,0,0,0,0,0,8574,1203,1047,248,1
50000,-1,-1,-1,-1,-1,508,1000,390,1000,0
200000,0,0,0,0,0,203183,7521,7000,7000,0
20000,0,0,2,0,0,16440,7403,0,820,0
250000,-1,-1,-2,-1,-1,66,0,0,120,0
20000,0,0,0,2,0,15912,1623,3916,750,0
30000,0,0,0,2,2,20344,2000,1500,2000,0
90000,1,2,2,2,2,23132,0,6000,0,0
